"NAME","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017","FIPS"
"Omaha-Council Bluffs, NE-IA Metro Area (part); Omaha-Council Bluffs, NE-IA Metro Area (part)",865350,787842,681172,66864,3653,17792,526,1240,16595,77508,32918,1157,1524,205,95,35910,5699,"36540"
"Oneonta, NY Micro Area",62259,60338,57734,958,103,660,16,42,825,1921,1201,108,18,14,2,371,207,"36580"
"Ontario, OR-ID Micro Area (part); Ontario, OR-ID Micro Area (part)",53936,40706,38294,372,420,698,27,36,859,13230,6031,50,199,18,19,6232,681,"36620"
"Opelousas-Eunice, LA Micro Area",83384,82063,46025,34295,263,314,4,218,944,1321,590,147,12,12,4,444,112,"36660"
"Orangeburg, SC Micro Area",92501,90734,31206,57286,468,751,12,57,954,1767,564,249,23,1,2,786,142,"36700"
"Orlando-Kissimmee-Sanford, FL Metro Area",2134411,1595555,1136863,319695,5005,83167,1655,9925,39245,538856,356861,25125,3837,1685,378,121113,29857,"36740"
"Oshkosh-Neenah, WI Metro Area",166994,161210,151509,2856,941,3795,52,88,1969,5784,2936,119,95,27,6,2100,501,"36780"
"Oskaloosa, IA Micro Area",22381,22021,21242,251,47,250,4,8,219,360,186,3,13,5,0,126,27,"36820"
"Ottawa-Streator, IL Micro Area",154908,142826,137672,2326,268,988,20,49,1503,12082,7255,104,125,15,3,3917,663,"36860"
"Ottumwa, IA Micro Area",35625,32391,31157,447,90,250,43,9,395,3234,1645,35,86,4,5,1303,156,"36900"
"Owatonna, MN Micro Area",36576,34294,32544,1003,66,278,8,18,377,2282,1494,10,20,3,0,622,133,"36940"
"Owensboro, KY Metro Area",114752,112027,104565,4706,149,699,47,180,1681,2725,1202,50,26,15,14,1166,252,"36980"
"Owosso, MI Micro Area",70648,68953,67240,305,303,247,22,36,800,1695,1075,20,47,9,5,313,226,"37020"
"Oxford, MS Micro Area",47351,46278,33538,11155,87,1003,16,43,436,1073,438,46,34,3,7,490,55,"37060"
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,491751,400868,13082,2389,54099,1353,1371,18589,331567,164936,2081,5679,1347,290,138882,18352,"37100"
"Paducah, KY-IL Micro Area (part); Paducah, KY-IL Micro Area (part)",98762,96876,85890,8324,220,593,17,80,1752,1886,1031,63,33,11,1,526,221,"37140"
"Pahrump, NV Micro Area",43946,37979,34663,836,592,547,179,53,1109,5967,3092,38,111,25,32,2220,449,"37220"
"Palatka, FL Micro Area",74364,67658,53981,11842,271,444,36,80,1004,6706,3487,188,88,11,17,2625,290,"37260"
"Palestine, TX Micro Area",58458,49171,35792,12222,192,283,16,37,629,9287,2840,88,67,8,5,5915,364,"37300"
"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,499433,421466,52677,1709,11098,385,1075,11023,43943,29461,2122,409,251,129,8224,3347,"37340"
"Palm Coast, FL Metro Area",95696,87445,72860,10470,223,2020,47,290,1535,8251,5850,414,44,26,12,1254,651,"37380"
"Pampa, TX Micro Area",23464,18025,16405,1055,155,85,1,11,313,5439,2829,43,48,8,0,2260,251,"37420"
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",168852,160745,133790,17844,1033,3298,140,223,4417,8107,4941,336,120,55,21,1816,818,"37460"
"Paragould, AR Micro Area",42090,41189,40166,232,194,107,7,14,469,901,412,1,15,1,0,376,96,"37500"
"Paris, TN Micro Area",32330,31777,28522,2578,93,95,5,19,465,553,305,21,7,0,1,168,51,"37540"
"Paris, TX Micro Area",49793,46570,37891,6628,592,304,5,27,1123,3223,1598,75,108,7,5,1215,215,"37580"
"Parkersburg-Marietta-Vienna, WV-OH Metro Area (part); Parkersburg-Marietta-Vienna, WV-OH Metro Area (part)",162056,160764,155597,1702,335,827,38,126,2139,1292,880,29,11,4,7,183,178,"37620"
"Parsons, KS Micro Area",21607,20732,18467,987,401,76,5,11,785,875,557,21,66,1,0,142,88,"37660"
"Pascagoula, MS Metro Area",162246,155415,117679,31589,589,3038,68,138,2314,6831,3322,274,45,32,11,2631,516,"37700"
"Payson, AZ Micro Area",53597,44009,35298,195,7615,256,34,38,573,9588,5864,38,331,17,13,2827,498,"37740"
"Pecos, TX Micro Area",13783,3550,2690,672,21,118,2,20,27,10233,7955,18,43,1,4,2027,185,"37780"
"Pella, IA Micro Area",33309,32778,31834,211,44,379,6,5,299,531,369,14,16,0,0,86,46,"37800"
"Pendleton-Hermiston, OR Micro Area",87062,65458,59909,593,2495,726,108,71,1556,21604,8766,100,306,42,7,11306,1077,"37820"
"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,428423,325627,75383,3578,10705,600,690,11840,20568,12286,1104,351,228,47,4513,2039,"37860"
"Peoria, IL Metro Area",379186,368670,319493,34329,771,7079,96,453,6449,10516,5301,334,226,53,6,3456,1140,"37900"
"Peru, IN Micro Area",36903,35997,33307,1649,309,128,8,24,572,906,569,24,26,1,0,201,85,"37940"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part)",5965343,5497175,3875845,1204303,9541,293656,1563,10971,101296,468168,192506,37477,6799,2110,653,191036,37587,"37980"
"Phoenix Lake-Cedar Ridge, CA Micro Area",55365,49447,45325,1114,830,530,62,230,1356,5918,2949,29,209,42,14,2008,667,"38020"
"Phoenix-Mesa-Glendale, AZ Metro Area",4192887,2957169,2460541,193497,76662,134415,8212,5995,77847,1235718,598253,14237,22616,4302,1143,526923,68244,"38060"
"Picayune, MS Micro Area",55834,54198,45911,6853,281,222,31,48,852,1636,1013,19,31,6,3,445,119,"38100"
"Pierre, SD Micro Area",19988,19661,17127,93,1924,93,0,13,411,327,136,0,51,2,1,74,63,"38180"
"Pierre Part, LA Micro Area",23421,22923,15442,7111,132,56,11,4,167,498,193,30,1,2,1,229,42,"38200"
"Pine Bluff, AR Metro Area",100258,98442,48740,47749,259,625,11,63,995,1816,626,172,15,13,0,843,147,"38220"
"Pittsburg, KS Micro Area",39134,37372,34842,757,331,468,71,24,879,1762,843,28,23,8,8,706,146,"38260"
"Pittsburgh, PA Metro Area",2356285,2326316,2051163,194423,2471,41036,448,2881,33894,29969,18120,2332,437,202,46,5472,3360,"38300"
"Pittsfield, MA Metro Area",131219,126689,118926,3334,197,1602,23,239,2368,4530,2458,238,54,9,7,1318,446,"38340"
"Plainview, TX Micro Area",36273,16004,13647,1803,103,133,19,32,267,20269,12023,122,247,9,2,7065,801,"38380"
"Platteville, WI Micro Area",51208,50559,49296,573,89,300,4,9,288,649,359,15,14,12,1,212,36,"38420"
"Plattsburgh, NY Micro Area",82128,80074,74832,2953,266,890,15,112,1006,2054,1165,256,20,8,4,428,173,"38460"
"Plymouth, IN Micro Area",47051,43080,42098,196,80,210,2,16,478,3971,1902,24,36,5,5,1757,242,"38500"
"Pocatello, ID Metro Area",90656,82741,76730,609,2462,1092,176,71,1601,7915,3538,38,336,19,19,3173,792,"38540"
"Point Pleasant, WV-OH Micro Area (part); Point Pleasant, WV-OH Micro Area (part)",58258,57864,55768,971,147,228,12,26,712,394,244,12,12,2,1,77,46,"38580"
"Ponca City, OK Micro Area",46562,43570,36113,910,4276,233,7,20,2011,2992,1219,52,210,2,9,1170,330,"38620"
"Pontiac, IL Micro Area",38950,37418,34903,1887,51,197,1,29,350,1532,849,28,16,2,0,489,148,"38700"
"Poplar Bluff, MO Micro Area",42794,42128,38504,2235,215,283,15,35,841,666,356,21,19,0,0,186,84,"38740"
"Portales, NM Micro Area",19846,11933,11022,296,181,161,3,21,249,7913,4230,68,72,14,2,3143,384,"38780"
"Port Angeles, WA Micro Area",71404,67777,60400,558,3326,993,86,114,2300,3627,1692,38,304,14,8,1155,416,"38820"
"Portland-South Portland-Biddeford, ME Metro Area",514098,506122,480553,7850,1474,8051,117,469,7608,7976,4856,293,157,83,13,1695,879,"38860"
"Portland-Vancouver-Hillsboro, OR-WA Metro Area (part); Portland-Vancouver-Hillsboro, OR-WA Metro Area (part)",2226009,1984165,1698126,60589,15408,125673,9812,3730,70827,241844,105579,3061,5449,1292,503,106046,19914,"38900"
"Port St. Lucie, FL Metro Area",424107,360231,287564,58866,912,5736,179,984,5990,63876,39463,2012,1051,138,86,17496,3630,"38940"
"Portsmouth, OH Micro Area",79499,78611,74531,2107,395,248,10,59,1261,888,514,22,39,2,0,206,105,"39020"
"Pottsville, PA Micro Area",148289,144209,138248,3841,162,703,24,60,1171,4080,1765,126,50,7,2,1818,312,"39060"
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",670301,571849,476071,61290,1373,19015,160,1522,12418,98452,50118,6174,1268,317,73,33438,7064,"39100"
"Prescott, AZ Metro Area",211033,182305,172968,1104,2799,1703,182,188,3361,28728,15547,163,750,82,31,10158,1997,"39140"
"Price, UT Micro Area",21403,18744,18007,84,186,122,20,17,308,2659,1750,9,66,3,3,631,197,"39220"
"Prineville, OR Micro Area",20978,19515,18758,30,273,96,11,12,335,1463,683,5,29,1,0,658,87,"39260"
"Providence-New Bedford-Fall River, RI-MA Metro Area (part); Providence-New Bedford-Fall River, RI-MA Metro Area (part)",1600852,1437177,1273029,67296,5109,40128,424,16081,35110,163675,68634,10725,3069,571,335,66254,14087,"39300"
"Provo-Orem, UT Metro Area",526810,470638,444339,2442,2449,6934,3832,636,10006,56172,27267,382,715,120,88,23420,4180,"39340"
"Pueblo, CO Metro Area",159063,93252,86054,2646,985,1123,111,264,2069,65811,40175,576,2070,135,49,19021,3785,"39380"
"Pullman, WA Micro Area",44776,42736,36760,721,272,3449,99,42,1393,2040,1106,27,36,23,4,607,237,"39420"
"Punta Gorda, FL Metro Area",159978,150765,137628,8622,348,1884,49,184,2050,9213,6431,467,69,28,10,1583,625,"39460"
"Quincy, IL-MO Micro Area (part); Quincy, IL-MO Micro Area (part)",77314,76379,71960,2609,125,452,19,78,1136,935,543,45,16,14,0,214,103,"39500"
"Racine, WI Metro Area",195408,172862,145414,21212,614,2081,40,228,3273,22546,10317,555,167,40,13,9818,1636,"39540"
"Raleigh-Cary, NC Metro Area",1130490,1015978,716883,223870,3479,49535,355,2053,19803,114512,46015,4398,2292,327,95,54194,7191,"39580"
"Rapid City, SD Metro Area",126382,121565,105389,1320,9605,1203,94,88,3866,4817,2366,49,740,14,5,921,722,"39660"
"Raymondville, TX Micro Area",22134,2837,2235,389,22,134,1,9,47,19297,16760,84,41,6,6,2039,361,"39700"
"Reading, PA Metro Area",411442,344087,316406,16517,536,5244,58,374,4952,67355,25742,3626,749,141,70,31727,5300,"39740"
"Red Bluff, CA Micro Area",63463,49557,45603,349,1205,625,64,67,1644,13906,6118,57,439,31,12,6191,1058,"39780"
"Redding, CA Metro Area",177223,162345,146044,1438,4162,4297,232,212,5960,14878,7682,110,788,94,39,4289,1876,"39820"
"Red Wing, MN Micro Area",46183,44841,43027,429,474,271,17,20,603,1342,657,16,59,3,0,491,116,"39860"
"Reno-Sparks, NV Metro Area",425417,331465,281745,9128,5839,21354,2370,675,10354,93952,46018,726,1434,502,187,39408,5677,"39900"
"Rexburg, ID Micro Area",50778,46866,45491,202,167,375,62,52,517,3912,1599,29,25,6,6,2014,233,"39940"
"Richmond, IN Micro Area",68917,67113,61322,3349,140,522,44,102,1634,1804,818,69,31,5,5,683,193,"39980"
"Richmond, VA Metro Area",1258251,1194962,754328,370775,4547,38940,585,2287,23500,63289,25458,4652,933,325,172,26657,5092,"40060"
"Richmond-Berea, KY Micro Area",99972,98056,91708,3584,266,766,31,123,1578,1916,1001,46,29,6,3,599,232,"40080"
"Rio Grande City-Roma, TX Micro Area",60968,2631,2449,15,17,119,0,5,26,58337,56136,54,60,14,0,1806,267,"40100"
"Riverside-San Bernardino-Ontario, CA Metro Area",4224851,2228449,1546666,301523,19454,249899,11694,7737,91476,1996402,941642,20882,26945,9172,2050,880159,115552,"40140"
"Riverton, WY Micro Area",40123,37859,28677,86,8025,151,7,24,889,2264,1136,15,473,6,3,388,243,"40180"
"Roanoke, VA Metro Area",308707,298994,248968,39101,568,4962,80,473,4842,9713,4677,502,159,45,24,3534,772,"40220"
"Roanoke Rapids, NC Micro Area",76790,75333,30165,41833,2098,395,9,79,754,1457,393,171,74,6,12,683,118,"40260"
"Rochelle, IL Micro Area",53497,48756,47425,468,91,241,5,19,507,4741,2442,15,20,9,9,1996,250,"40300"
"Rochester, MN Metro Area",186011,178423,159840,6890,364,7954,62,262,3051,7588,4059,120,81,39,8,2663,618,"40340"
"Rochester, NY Metro Area",1054323,989604,824425,116276,2391,26552,240,1312,18408,64719,30227,6335,713,292,62,21008,6082,"40380"
"Rockford, IL Metro Area",349431,306287,254953,36334,631,7389,76,368,6536,43144,19423,838,532,107,18,19019,3207,"40420"
"Rockingham, NC Micro Area",46639,43898,27369,14159,1069,419,15,63,804,2741,703,110,104,12,11,1637,164,"40460"
"Rockland, ME Micro Area",39736,39399,38337,192,136,184,5,23,522,337,242,5,5,0,0,54,31,"40500"
"Rock Springs, WY Micro Area",43806,37117,35432,415,317,324,41,30,558,6689,3316,23,106,12,1,2769,462,"40540"
"Rocky Mount, NC Metro Area",152392,144273,73130,67767,695,826,24,157,1674,8119,2324,318,131,34,10,4846,456,"40580"
"Rolla, MO Micro Area",45156,44233,40792,977,221,1313,29,27,874,923,617,31,30,3,4,141,97,"40620"
"Rome, GA Metro Area",96317,87330,70959,13494,194,1225,56,108,1294,8987,3096,146,150,28,60,5002,505,"40660"
"Roseburg, OR Micro Area",107667,102612,96343,279,1799,1008,110,154,2919,5055,3128,38,154,32,12,1125,566,"40700"
"Roswell, NM Micro Area",65645,31506,28801,1079,458,373,29,120,646,34139,17717,244,356,41,23,14279,1479,"40740"
"Ruidoso, NM Micro Area",20497,14387,13600,74,407,67,5,24,210,6110,3839,22,82,8,5,1856,298,"40760"
"Russellville, AR Micro Area",83939,75541,70687,2036,524,875,20,43,1356,8398,3812,55,96,17,16,4004,398,"40780"
"Ruston, LA Micro Area",63009,61611,36302,23689,143,814,19,34,610,1398,557,89,15,4,17,630,86,"40820"
"Rutland, VT Micro Area",61642,60961,59369,315,135,370,9,29,734,681,460,19,15,0,1,121,65,"40860"
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2149127,1715393,1197389,150424,12606,250690,14874,4782,84628,433734,192415,8002,8997,5305,966,175444,42605,"40900"
"Safford, AZ Micro Area",45657,30297,23537,712,5216,237,54,36,505,15360,9804,60,355,9,3,4266,863,"40940"
"Saginaw-Saginaw Township North, MI Metro Area",200169,184596,141187,37222,660,2067,55,173,3232,15573,8085,892,217,41,10,4584,1744,"40980"
"St. Cloud, MN Metro Area",189093,184271,172353,5333,538,3369,42,122,2514,4822,2257,74,94,38,23,1900,436,"41060"
"St. George, UT Metro Area",138115,124629,118282,632,1460,954,1022,93,2186,13486,5632,158,409,28,56,6220,983,"41100"
"St. Joseph, MO-KS Metro Area (part); St. Joseph, MO-KS Metro Area (part)",127329,121981,111905,6338,500,826,161,81,2170,5348,2982,98,85,19,39,1638,487,"41140"
"St. Louis, MO-IL Metro Area (part); St. Louis, MO-IL Metro Area (part)",2812896,2740877,2112954,513583,5747,59680,931,2964,45018,72019,40164,2863,1064,392,106,21326,6104,"41180"
"St. Marys, GA Micro Area",50513,47923,35977,9621,230,706,70,72,1247,2590,1580,178,29,18,6,495,284,"41220"
"St. Marys, PA Micro Area",31946,31763,31345,85,32,95,5,14,187,183,124,4,2,1,1,28,23,"41260"
"Salem, OR Metro Area",390738,305056,277460,3300,4670,7193,2455,490,9488,85682,34004,495,1905,237,84,43370,5587,"41420"
"Salina, KS Micro Area",61697,56173,51499,1792,261,1147,21,43,1410,5524,3085,71,58,18,6,1904,382,"41460"
"Salinas, CA Metro Area",415057,185054,136435,11300,1361,23777,1868,741,9572,230003,94282,1485,4103,1481,203,116664,11785,"41500"
"Salisbury, MD Metro Area",125203,119862,79563,34616,281,2643,23,255,2481,5341,2391,449,40,12,31,1988,430,"41540"
"Salisbury, NC Micro Area",138428,127784,101986,22153,376,1353,44,148,1724,10644,3937,239,92,33,5,5845,493,"41580"
"Salt Lake City, UT Metro Area",1124197,937331,842071,15104,7118,34251,15686,2059,21042,186866,79697,1860,2724,556,353,88208,13468,"41620"
"San Angelo, TX Metro Area",111823,72101,64952,4008,413,1049,78,129,1472,39722,26581,448,471,72,22,10435,1693,"41660"
"San Antonio-New Braunfels, TX Metro Area",2142508,984360,773807,130070,5264,42924,2057,3303,26935,1158148,843545,11398,12058,2406,624,245060,43057,"41700"
"San Diego-Carlsbad-San Marcos, CA Metro Area",3095313,2103965,1500047,146600,14098,328058,13504,6715,94943,991348,481395,11613,12242,8033,1833,412750,63482,"41740"
"Sandusky, OH Metro Area",77079,74475,65463,6534,188,456,6,66,1762,2604,1603,110,44,7,2,458,380,"41780"
"Sanford, NC Micro Area",57866,47290,34321,11369,253,475,13,80,779,10576,4367,196,154,14,7,5206,632,"41820"
"San Francisco-Oakland-Fremont, CA Metro Area",4335391,3396597,1840372,349895,10657,994616,29761,13550,157746,938794,399147,14010,14117,11207,2071,416204,82038,"41860"
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1326515,648063,42686,4273,566764,6317,3944,54468,510396,223734,4225,9582,5203,837,231333,35482,"41940"
"San Luis Obispo-Paso Robles, CA Metro Area",269637,213664,191696,5128,1367,8106,346,784,6237,55973,31060,422,1169,401,43,19002,3876,"42020"
"Santa Barbara-Santa Maria-Goleta, CA Metro Area",423895,242208,203122,7242,1843,19591,680,790,8940,181687,92002,1271,3642,1074,126,73070,10502,"42060"
"Santa Cruz-Watsonville, CA Metro Area",262382,178290,156397,2304,978,10658,292,612,7049,84092,33811,462,1275,454,57,42764,5269,"42100"
"Santa Fe, NM Metro Area",144170,71155,63291,947,3271,1569,59,335,1683,73015,46509,292,1215,103,49,21395,3452,"42140"
"Santa Rosa-Petaluma, CA Metro Area",483878,363448,320027,6769,3584,17777,1434,913,12944,120430,51385,841,2905,564,124,56053,8558,"42220"
"Sault Ste. Marie, MI Micro Area",38520,38040,27542,2503,6007,228,21,10,1729,480,295,6,61,2,3,56,57,"42300"
"Savannah, GA Metro Area",347611,330404,199249,116466,803,7127,262,604,5893,17207,8197,1260,142,97,43,5924,1544,"42340"
"Sayre, PA Micro Area",62622,61920,60584,269,127,330,5,27,578,702,451,42,27,9,2,103,68,"42380"
"Scottsbluff, NE Micro Area",37660,29849,28587,157,536,207,15,30,317,7811,4380,47,249,11,4,2711,409,"42420"
"Scottsboro, AL Micro Area",53227,51888,47937,1771,680,165,29,24,1282,1339,411,10,39,20,19,744,96,"42460"
"Scottsburg, IN Micro Area",24181,23827,23471,52,43,104,14,8,135,354,196,5,3,4,0,103,43,"42500"
"Scranton--Wilkes-Barre, PA Metro Area",563631,531021,502578,14518,551,6774,85,556,5959,32610,13206,1880,391,100,30,14504,2499,"42540"
"Seaford, DE Micro Area",197145,180191,149025,24544,924,1910,62,305,3421,16954,6638,571,640,33,88,7864,1120,"42580"
"Searcy, AR Micro Area",77076,74197,69026,3033,425,411,30,43,1229,2879,1399,41,24,8,6,1216,185,"42620"
"Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3130333,2340274,185061,30525,389309,27275,7323,150566,309476,134622,6906,6294,3652,934,123766,33302,"42660"
"Sebastian-Vero Beach, FL Metro Area",138028,122563,106780,12074,277,1646,49,189,1548,15465,9566,323,131,20,2,4720,703,"42680"
"Sebring, FL Micro Area",98786,81629,69804,8750,375,1402,37,100,1161,17157,10168,513,96,37,8,5301,1034,"42700"
"Sedalia, MO Micro Area",42201,39155,36701,1244,137,247,30,41,755,3046,1138,20,40,6,1,1645,196,"42740"
"Selinsgrove, PA Micro Area",39702,39045,38127,375,43,211,5,12,272,657,349,53,10,3,1,186,55,"42780"
"Selma, AL Micro Area",43820,43511,12676,30314,78,144,6,15,278,309,93,109,7,5,5,69,21,"42820"
"Seneca, SC Micro Area",74273,70924,63807,5550,152,421,8,41,945,3349,1370,63,24,15,2,1645,230,"42860"
"Seneca Falls, NY Micro Area",35251,34299,31999,1513,96,238,2,47,404,952,592,94,8,6,0,193,59,"42900"
"Sevierville, TN Micro Area",89889,85102,82374,640,295,769,15,71,938,4787,1843,71,47,5,5,2545,271,"42940"
"Seymour, IN Micro Area",42376,39966,38826,265,82,356,18,25,394,2410,1218,17,7,3,9,994,162,"42980"
"Shawnee, OK Micro Area",69442,66564,51642,1969,8538,373,40,53,3949,2878,1327,45,423,12,4,629,438,"43060"
"Sheboygan, WI Metro Area",115507,109178,100520,1605,392,5279,29,64,1289,6329,3341,79,52,31,6,2233,587,"43100"
"Shelby, NC Micro Area",98078,95322,72793,20237,193,735,22,74,1268,2756,1330,95,39,21,2,1057,212,"43140"
"Shelbyville, TN Micro Area",45058,39975,35389,3437,96,339,30,49,635,5083,1459,127,71,11,17,3101,297,"43180"
"Shelton, WA Micro Area",60699,55855,50349,609,1864,692,214,81,2046,4844,1932,50,375,39,13,1968,467,"43220"
"Sheridan, WY Micro Area",29116,28103,27119,94,324,192,14,8,352,1013,663,13,35,0,9,201,92,"43260"
"Sherman-Denison, TX Metro Area",120877,107189,95103,6938,1603,1034,38,77,2396,13688,6268,143,232,12,3,6184,846,"43300"
"Show Low, AZ Micro Area",107449,95878,47181,842,45551,542,68,44,1650,11571,5791,96,1060,38,7,3581,998,"43320"
"Shreveport-Bossier City, LA Metro Area",398604,384788,218052,154344,1689,4563,281,384,5475,13816,6776,830,248,89,19,4711,1143,"43340"
"Sidney, OH Micro Area",49423,48762,46423,928,76,421,48,45,821,661,370,7,2,2,0,183,97,"43380"
"Sierra Vista-Douglas, AZ Micro Area",131346,88803,76805,4936,989,2410,379,223,3061,42543,26280,529,600,115,39,12766,2214,"43420"
"Sikeston, MO Micro Area",39191,38486,33257,4436,77,133,8,12,563,705,349,32,6,0,2,243,73,"43460"
"Silver City, NM Micro Area",29514,15262,14356,185,215,109,22,72,303,14252,10702,70,185,14,0,2765,516,"43500"
"Silverthorne, CO Micro Area",27994,24005,23158,208,55,269,13,31,271,3989,1945,22,32,9,6,1811,164,"43540"
"Sioux City, IA-NE-SD Metro Area (part); Sioux City, IA-NE-SD Metro Area (part); Sioux City, IA-NE-SD Metro Area (part)",143577,121238,109779,3128,2354,3153,158,74,2592,22339,9724,101,569,40,8,10410,1487,"43580"
"Sioux Falls, SD Metro Area",228261,220515,202388,6669,4224,2976,87,212,3959,7746,3543,86,290,20,59,3075,673,"43620"
"Snyder, TX Micro Area",16921,10772,9773,764,47,48,2,12,126,6149,3552,35,59,11,2,2235,255,"43660"
"Somerset, KY Micro Area",63063,61745,59943,705,128,289,13,49,618,1318,682,22,15,1,6,506,86,"43700"
"Somerset, PA Micro Area",77742,76902,74265,1856,76,238,16,11,440,840,338,7,10,1,1,457,26,"43740"
"South Bend-Mishawaka, IN-MI Metro Area (part); South Bend-Mishawaka, IN-MI Metro Area (part)",319224,298259,247405,36183,1267,5319,186,487,7412,20965,9063,596,267,56,18,9119,1846,"43780"
"Southern Pines-Pinehurst, NC Micro Area",88247,82986,68487,11727,689,736,25,93,1229,5261,2426,112,43,18,39,2333,290,"43860"
"Spartanburg, SC Metro Area",284307,267649,199184,58115,562,5680,69,321,3718,16658,6496,450,202,66,17,8393,1034,"43900"
"Spearfish, SD Micro Area",24097,23485,22349,87,457,157,6,10,419,612,398,4,33,1,0,108,68,"43940"
"Spencer, IA Micro Area",16667,16190,15843,68,36,98,0,1,144,477,234,1,2,1,1,195,43,"43980"
"Spirit Lake, IA Micro Area",16667,16489,16255,29,12,72,5,5,111,178,131,0,1,0,0,32,14,"44020"
"Spokane, WA Metro Area",471221,449961,408629,7714,6478,9799,1817,610,14914,21260,11646,342,817,158,85,5270,2942,"44060"
"Springfield, IL Metro Area",210170,206569,175307,23220,370,3227,45,312,4088,3601,2179,191,56,23,4,781,367,"44100"
"Springfield, MA Metro Area",692942,586461,516073,39942,1134,16947,164,1030,11171,106481,45996,6423,1279,251,135,44864,7533,"44140"
"Springfield, MO Metro Area",436712,425120,399431,8746,2659,5088,364,260,8572,11592,6540,191,271,59,21,3209,1301,"44180"
"Springfield, OH Metro Area",138333,134528,117976,11999,302,849,47,232,3123,3805,1464,129,49,9,4,1764,386,"44220"
"Starkville, MS Micro Area",47671,46988,27825,17356,83,1151,12,46,515,683,399,75,8,5,4,140,52,"44260"
"State College, PA Metro Area",153990,150300,135427,4456,153,7934,42,202,2086,3690,2198,182,38,52,6,940,274,"44300"
"Statesboro, GA Micro Area",70217,67778,46251,19252,142,1013,58,106,956,2439,964,157,41,7,6,1059,205,"44340"
"Statesville-Mooresville, NC Micro Area",159437,148593,124107,18748,416,2899,36,178,2209,10844,4539,299,131,23,7,5170,675,"44380"
"Staunton-Waynesboro, VA Micro Area",118502,115127,104299,7916,232,701,21,130,1828,3375,1697,128,34,6,6,1182,322,"44420"
"Stephenville, TX Micro Area",37890,30611,29382,431,170,240,12,18,358,7279,3059,20,121,17,1,3778,283,"44500"
"Sterling, CO Micro Area",22709,19158,17754,881,177,117,13,15,201,3551,2459,19,86,10,2,830,145,"44540"
"Sterling, IL Micro Area",58498,52043,50263,705,90,269,2,35,679,6455,3660,76,80,7,7,2009,616,"44580"
"Steubenville-Weirton, OH-WV Metro Area (part); Steubenville-Weirton, OH-WV Metro Area (part)",124454,123204,115903,4837,140,459,18,100,1747,1250,897,35,16,11,2,150,139,"44600"
"Stevens Point, WI Micro Area",70019,68166,64897,362,222,1955,12,35,683,1853,1084,21,43,14,2,511,178,"44620"
"Stillwater, OK Micro Area",77350,74360,61655,2757,3494,2679,34,71,3670,2990,1698,57,136,9,3,747,340,"44660"
"Stockton, CA Metro Area",685306,418965,245919,48540,3179,94547,3248,1383,22149,266341,103368,3204,4017,3925,510,129671,21646,"44700"
"Storm Lake, IA Micro Area",20260,15652,13756,497,18,1119,95,10,157,4608,2585,43,33,22,5,1718,202,"44740"
"Sturgis, MI Micro Area",61295,57261,53930,1555,234,416,2,47,1077,4034,1589,45,46,2,0,2088,264,"44780"
"Sulphur Springs, TX Micro Area",35161,29793,26501,2448,162,172,14,18,478,5368,2145,35,49,3,12,2897,227,"44860"
"Summerville, GA Micro Area",26015,24972,21589,2886,48,108,2,24,315,1043,239,13,19,0,25,648,99,"44900"
"Sumter, SC Metro Area",107456,103924,50423,50110,334,1167,93,130,1667,3532,1402,304,55,21,6,1381,363,"44940"
"Sunbury, PA Micro Area",94528,92275,89166,1814,115,325,10,74,771,2253,990,107,31,7,3,898,217,"44980"
"Susanville, CA Micro Area",34895,28778,23270,2790,999,337,163,363,856,6117,2262,44,235,19,2,3199,356,"45000"
"Sweetwater, TX Micro Area",15216,10113,9191,666,44,58,0,8,146,5103,3537,49,51,9,0,1259,198,"45020"
"Syracuse, NY Metro Area",662577,639880,555047,50818,4370,15655,145,696,13149,22697,11210,2724,492,105,36,5703,2427,"45060"
"Tahlequah, OK Micro Area",46987,44035,23591,582,15572,250,14,15,4011,2952,976,16,415,22,2,1233,288,"45140"
"Talladega-Sylacauga, AL Micro Area",82291,80620,53079,25953,230,329,6,60,963,1671,660,102,34,10,0,727,138,"45180"
"Tallahassee, FL Metro Area",367413,346071,211958,117966,981,8386,149,588,6043,21342,12304,1354,159,123,33,5935,1434,"45220"
"Tallulah, LA Micro Area",12093,11905,4396,7357,23,26,0,8,95,188,102,24,1,1,0,44,16,"45260"
