"NAME","P0050001","FIPS"
"Lebanon, MO Micro Area",35571,"30060"
"Lebanon, NH-VT Micro Area (part); Lebanon, NH-VT Micro Area (part)",174724,"30100"
"Lebanon, PA Metro Area",133568,"30140"
"Levelland, TX Micro Area",22935,"30220"
"Lewisburg, PA Micro Area",44947,"30260"
"Lewisburg, TN Micro Area",30617,"30280"
"Lewiston, ID-WA Metro Area (part); Lewiston, ID-WA Metro Area (part)",60888,"30300"
"Lewiston-Auburn, ME Metro Area",107702,"30340"
"Lewistown, PA Micro Area",46682,"30380"
"Lexington, NE Micro Area",26370,"30420"
"Lexington-Fayette, KY Metro Area",472099,"30460"
"Lexington Park, MD Micro Area",105151,"30500"
"Liberal, KS Micro Area",22952,"30580"
"Lima, OH Metro Area",106331,"30620"
"Lincoln, IL Micro Area",30305,"30660"
"Lincoln, NE Metro Area",302157,"30700"
"Lincolnton, NC Micro Area",78265,"30740"
"Little Rock-North Little Rock-Conway, AR Metro Area",699757,"30780"
"Lock Haven, PA Micro Area",39238,"30820"
"Logan, UT-ID Metro Area (part); Logan, UT-ID Metro Area (part)",125442,"30860"
"Logansport, IN Micro Area",38966,"30900"
"London, KY Micro Area",58849,"30940"
"Longview, TX Metro Area",214369,"30980"
"Longview, WA Metro Area",102410,"31020"
"Los Alamos, NM Micro Area",17950,"31060"
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12828837,"31100"
"Louisville/Jefferson County, KY-IN Metro Area (part); Louisville/Jefferson County, KY-IN Metro Area (part)",1283566,"31140"
"Lubbock, TX Metro Area",284890,"31180"
"Lufkin, TX Micro Area",86771,"31260"
"Lumberton, NC Micro Area",134168,"31300"
"Lynchburg, VA Metro Area",252634,"31340"
"Macomb, IL Micro Area",32612,"31380"
"Macon, GA Metro Area",232293,"31420"
"Madera-Chowchilla, CA Metro Area",150865,"31460"
"Madison, IN Micro Area",32428,"31500"
"Madison, WI Metro Area",568593,"31540"
"Madisonville, KY Micro Area",46920,"31580"
"Magnolia, AR Micro Area",24552,"31620"
"Malone, NY Micro Area",51599,"31660"
"Manchester-Nashua, NH Metro Area",400721,"31700"
"Manhattan, KS Metro Area",127081,"31740"
"Manitowoc, WI Micro Area",81442,"31820"
"Mankato-North Mankato, MN Metro Area",96740,"31860"
"Mansfield, OH Metro Area",124475,"31900"
"Marble Falls, TX Micro Area",42750,"31920"
"Marinette, WI-MI Micro Area (part); Marinette, WI-MI Micro Area (part)",65778,"31940"
"Marion, IN Micro Area",70061,"31980"
"Marion, OH Micro Area",66501,"32020"
"Marion-Herrin, IL Micro Area",66357,"32060"
"Marquette, MI Micro Area",67077,"32100"
"Marshall, MN Micro Area",25857,"32140"
"Marshall, MO Micro Area",23370,"32180"
"Marshall, TX Micro Area",65631,"32220"
"Marshalltown, IA Micro Area",40648,"32260"
"Marshfield-Wisconsin Rapids, WI Micro Area",74749,"32270"
