"NAME","P0050001","FIPS"
"Sangamon County",197465,"17167"
"Schuyler County",7544,"17169"
"Scott County",5355,"17171"
"Shelby County",22363,"17173"
"Stark County",5994,"17175"
"Stephenson County",47711,"17177"
"Tazewell County",135394,"17179"
"Union County",17808,"17181"
"Vermilion County",81625,"17183"
"Wabash County",11947,"17185"
"Warren County",17707,"17187"
"Washington County",14716,"17189"
"Wayne County",16760,"17191"
"White County",14665,"17193"
"Whiteside County",58498,"17195"
"Will County",677560,"17197"
"Williamson County",66357,"17199"
"Winnebago County",295266,"17201"
"Woodford County",38664,"17203"
"Adams County",34387,"18001"
"Allen County",355329,"18003"
"Bartholomew County",76794,"18005"
"Benton County",8854,"18007"
"Blackford County",12766,"18009"
"Boone County",56640,"18011"
"Brown County",15242,"18013"
"Carroll County",20155,"18015"
"Cass County",38966,"18017"
"Clark County",110232,"18019"
"Clay County",26890,"18021"
"Clinton County",33224,"18023"
"Crawford County",10713,"18025"
"Daviess County",31648,"18027"
"Dearborn County",50047,"18029"
"Decatur County",25740,"18031"
"DeKalb County",42223,"18033"
"Delaware County",117671,"18035"
"Dubois County",41889,"18037"
"Elkhart County",197559,"18039"
"Fayette County",24277,"18041"
"Floyd County",74578,"18043"
"Fountain County",17240,"18045"
"Franklin County",23087,"18047"
"Fulton County",20836,"18049"
"Gibson County",33503,"18051"
"Grant County",70061,"18053"
"Greene County",33165,"18055"
"Hamilton County",274569,"18057"
"Hancock County",70002,"18059"
"Harrison County",39364,"18061"
"Hendricks County",145448,"18063"
"Henry County",49462,"18065"
"Howard County",82752,"18067"
"Huntington County",37124,"18069"
"Jackson County",42376,"18071"
"Jasper County",33478,"18073"
"Jay County",21253,"18075"
"Jefferson County",32428,"18077"
"Jennings County",28525,"18079"
"Johnson County",139654,"18081"
"Knox County",38440,"18083"
"Kosciusko County",77358,"18085"
"LaGrange County",37128,"18087"
"Lake County",496005,"18089"
"LaPorte County",111467,"18091"
"Lawrence County",46134,"18093"
"Madison County",131636,"18095"
"Marion County",903393,"18097"
"Marshall County",47051,"18099"
"Martin County",10334,"18101"
"Miami County",36903,"18103"
"Monroe County",137974,"18105"
"Montgomery County",38124,"18107"
"Morgan County",68894,"18109"
"Newton County",14244,"18111"
"Noble County",47536,"18113"
"Ohio County",6128,"18115"
"Orange County",19840,"18117"
"Owen County",21575,"18119"
"Parke County",17339,"18121"
"Perry County",19338,"18123"
"Pike County",12845,"18125"
"Porter County",164343,"18127"
"Posey County",25910,"18129"
"Pulaski County",13402,"18131"
"Putnam County",37963,"18133"
"Randolph County",26171,"18135"
"Ripley County",28818,"18137"
"Rush County",17392,"18139"
"St. Joseph County",266931,"18141"
"Scott County",24181,"18143"
"Shelby County",44436,"18145"
"Spencer County",20952,"18147"
"Starke County",23363,"18149"
"Steuben County",34185,"18151"
"Sullivan County",21475,"18153"
"Switzerland County",10613,"18155"
"Tippecanoe County",172780,"18157"
"Tipton County",15936,"18159"
"Union County",7516,"18161"
"Vanderburgh County",179703,"18163"
"Vermillion County",16212,"18165"
"Vigo County",107848,"18167"
"Wabash County",32888,"18169"
"Warren County",8508,"18171"
"Warrick County",59689,"18173"
"Washington County",28262,"18175"
"Wayne County",68917,"18177"
"Wells County",27636,"18179"
"White County",24643,"18181"
"Whitley County",33292,"18183"
"Adair County",7682,"19001"
"Adams County",4029,"19003"
"Allamakee County",14330,"19005"
"Appanoose County",12887,"19007"
"Audubon County",6119,"19009"
"Benton County",26076,"19011"
"Black Hawk County",131090,"19013"
"Boone County",26306,"19015"
"Bremer County",24276,"19017"
"Buchanan County",20958,"19019"
"Buena Vista County",20260,"19021"
"Butler County",14867,"19023"
"Calhoun County",9670,"19025"
"Carroll County",20816,"19027"
"Cass County",13956,"19029"
"Cedar County",18499,"19031"
"Cerro Gordo County",44151,"19033"
"Cherokee County",12072,"19035"
"Chickasaw County",12439,"19037"
"Clarke County",9286,"19039"
"Clay County",16667,"19041"
"Clayton County",18129,"19043"
"Clinton County",49116,"19045"
"Crawford County",17096,"19047"
"Dallas County",66135,"19049"
"Davis County",8753,"19051"
"Decatur County",8457,"19053"
"Delaware County",17764,"19055"
"Des Moines County",40325,"19057"
"Dickinson County",16667,"19059"
"Dubuque County",93653,"19061"
"Emmet County",10302,"19063"
"Fayette County",20880,"19065"
"Floyd County",16303,"19067"
"Franklin County",10680,"19069"
"Fremont County",7441,"19071"
"Greene County",9336,"19073"
"Grundy County",12453,"19075"
"Guthrie County",10954,"19077"
"Hamilton County",15673,"19079"
"Hancock County",11341,"19081"
"Hardin County",17534,"19083"
"Harrison County",14928,"19085"
"Henry County",20145,"19087"
"Howard County",9566,"19089"
"Humboldt County",9815,"19091"
"Ida County",7089,"19093"
"Iowa County",16355,"19095"
"Jackson County",19848,"19097"
"Jasper County",36842,"19099"
"Jefferson County",16843,"19101"
"Johnson County",130882,"19103"
"Jones County",20638,"19105"
"Keokuk County",10511,"19107"
"Kossuth County",15543,"19109"
"Lee County",35862,"19111"
"Linn County",211226,"19113"
"Louisa County",11387,"19115"
"Lucas County",8898,"19117"
"Lyon County",11581,"19119"
"Madison County",15679,"19121"
"Mahaska County",22381,"19123"
"Marion County",33309,"19125"
"Marshall County",40648,"19127"
"Mills County",15059,"19129"
"Mitchell County",10776,"19131"
"Monona County",9243,"19133"
"Monroe County",7970,"19135"
"Montgomery County",10740,"19137"
"Muscatine County",42745,"19139"
"O'Brien County",14398,"19141"
"Osceola County",6462,"19143"
"Page County",15932,"19145"
"Palo Alto County",9421,"19147"
"Plymouth County",24986,"19149"
"Pocahontas County",7310,"19151"
"Polk County",430640,"19153"
"Pottawattamie County",93158,"19155"
"Poweshiek County",18914,"19157"
"Ringgold County",5131,"19159"
"Sac County",10350,"19161"
"Scott County",165224,"19163"
"Shelby County",12167,"19165"
"Sioux County",33704,"19167"
"Story County",89542,"19169"
"Tama County",17767,"19171"
"Taylor County",6317,"19173"
"Union County",12534,"19175"
"Van Buren County",7570,"19177"
"Wapello County",35625,"19179"
"Warren County",46225,"19181"
"Washington County",21704,"19183"
"Wayne County",6403,"19185"
"Webster County",38013,"19187"
"Winnebago County",10866,"19189"
"Winneshiek County",21056,"19191"
"Woodbury County",102172,"19193"
"Worth County",7598,"19195"
"Wright County",13229,"19197"
"Allen County",13371,"20001"
"Anderson County",8102,"20003"
"Atchison County",16924,"20005"
"Barber County",4861,"20007"
"Barton County",27674,"20009"
"Bourbon County",15173,"20011"
"Brown County",9984,"20013"
"Butler County",65880,"20015"
"Chase County",2790,"20017"
"Chautauqua County",3669,"20019"
"Cherokee County",21603,"20021"
"Cheyenne County",2726,"20023"
"Clark County",2215,"20025"
"Clay County",8535,"20027"
"Cloud County",9533,"20029"
"Coffey County",8601,"20031"
"Comanche County",1891,"20033"
"Cowley County",36311,"20035"
"Crawford County",39134,"20037"
"Decatur County",2961,"20039"
"Dickinson County",19754,"20041"
"Doniphan County",7945,"20043"
"Douglas County",110826,"20045"
"Edwards County",3037,"20047"
"Elk County",2882,"20049"
"Ellis County",28452,"20051"
"Ellsworth County",6497,"20053"
